微博内容,发布者名称,发布时间以及设备,发布者主页
WhatIwearisreallynoneofyourbusinessMyhairismineMybodyismineMysoulismineWearwhateverEatwhateverDowhateverLivehoweverBewhoyouwannabeYoucanbewhoever！卡西恩Cacien《DOWHATEVER(想做就做)》KDOWHATEVER(想做就做)（@网易云音乐）​,高桥奈奈,今天15:14 来自贝壳酱的iPhone客户端,https://weibo.com/1763641672?refer_flag=1001030103_
既然大家都在激起我的好胜心，那我也要开始拒绝躺平了。当然，卷自己，不卷别人，别人noneofmybusiness，看看自己究竟能掏出什么东西来​,Knew75,今天14:56 来自微博国际版,https://weibo.com/6600786990?refer_flag=1001030103_
我做了一个梦梦见一群小孩跳舞梦见自己去中学背英语单词梦见大家开英语演唱会刚刚去移坟回来一路开山辟路，想想红军长征过草地，想想野人山，很不容易累死了，所以回来倒头就睡做梦的时候，梦见了好几个好故事所谓梦里气壮山河要是都写成小说该多么好的事情啊???推荐一本比较写实的金融史​展开c,浙南小猪,今天14:41 来自新版微博weibo.com,https://weibo.com/5985234681?refer_flag=1001030103_
Whatotherpeoplethinkofyouisnoneofyourbusiness.Trustthefeelingmorethanthewords.-----别人怎么看你，和你毫无关系。更多的相信自己的感觉，而非别人的言语。​,挂在天边的Rainbow,今天14:14 来自皮皮时光机,https://weibo.com/2752890480?refer_flag=1001030103_
"圣诞树的代码（python）：fromturtleimport*importtimesetup(500,500,startx=None,starty=None)speed(0)pencolor(""pink"")pensize(10)penup()hideturtle()goto(0,150)showturtle()pendown()shape(name=""classic"")#1seth(-120)foriinrange(10):fd(12)right(2)pen​展开c",一些热烈,今天13:33 来自vivoY52s(t1版),https://weibo.com/7565613347?refer_flag=1001030103_
"Istrovewithnone,fornonewasworthmystrife.NatureIlovedand,nexttoNature,Art:Iwarm'dbothhandsbeforethefireoflife;Itsinks,andIamreadytodepart.​",图小瓦,今天12:48 来自HUAWEIMate10Pro,https://weibo.com/1713846254?refer_flag=1001030103_
今天上政治课，我偷偷进入了课堂，没改备注。忽然被政治老师点了名。“哎！那个none是谁啊！你抓紧时间告诉我是谁，或者去改备注，不然我就把你请出去！”“韩老师，是我。”“你谁啊！”“张文磊。”“哦！小张啊！来看你学生啦！”我承认我被政治老师吓到了，我的学生们都在憋笑呜呜呜呜！​,哈哈学博士生,今天12:39 来自iPhone12,https://weibo.com/7500439989?refer_flag=1001030103_
"Peoplehatewhattheydon’tunderstand.Betheirhero,Clark.Betheirangel,betheirmonument,beanythingtheyneedyoutobe.Orbenoneofit.Youdon’towethisworldathing.Youneverdid.​查看图片//@荷兰豆本豆豆荷:谁来还我评论配图",Phabulous,今天12:30 来自iPhone客户端,https://weibo.com/6081189322?refer_flag=1001030103_
Chancellor/朴宰范/李遐怡/BIBI/JAMIE/MOON/Bumkey/SamuelSeo/Suran/Babylon/Hoody/SUMIN/MRSHLL/AnnOne/ELO/twlv/oceanfromtheblue/Jiselle/SOLE/THAMA/K.vsh/Jinbo/jerd/Soovi/B.E.D./Xydo/OwellMood/NONE《AUTOMATICREMIX》KAUTOMATICREMIX（@网易云音乐）​,GenerationUm,今天11:57 来自iPhone客户端,https://weibo.com/6567065823?refer_flag=1001030103_
KianaLedé《NoneForYou.(Explicit)》KNoneForYou.@QQ音乐『向全世界安利』​,超大的大鲸鱼,今天10:31 来自iPhone客户端,https://weibo.com/5152781474?refer_flag=1001030103_
"dpkg--add-architecturearmhfapt-getupdate(ignorethemissingx386packagesandhopeforthebest)apt-getinstalllibc6:armhflibstdc++6:armhfcd/libln-s/lib/ld-linux-armhf.so.3/lib/ld-linux.so.3来自于fileSoftBusDumpDeviceInfointerpreter/lib/ld-musl-arm.so.1,cat​展开c",chairwa,今天10:12 来自新版微博weibo.com,https://weibo.com/1495109022?refer_flag=1001030103_
愉快的下雨天☔️分享单曲：NoneForYou.KNoneForYou.（分享自@网易云音乐）​,随手关灯zero,今天09:57 来自分享按钮,https://weibo.com/6618435258?refer_flag=1001030103_
狗子的世界。O网页链接【任泉女友黄琦雯师从李双江被称内地版梅艳芳(图片)-(none)图库-搜狐】O网页链接$%7BpicGroup.paths%7D/group-200668.shtml@别人家的那点事​,Dr-RoseMary怡,今天09:28,https://weibo.com/1801483081?refer_flag=1001030103_
"I’llneverletmyselfforgetyou,noneofyou.I’llholdyouinmymemoryforever,justthesememorieswithhappiness.2澳大利亚​",DSM-10,今天05:21 来自iPhone,https://weibo.com/1644934984?refer_flag=1001030103_
"Youmeetthousandsofpeople,butnoneofthemreallytouchyou,andthenyoumeetoneperson,andyourlifeischangedforever.~~~你会遇到成千上万个人，却没人能触动你心。然后你遇到一个人，生命便从此而不再相同。​",托离释俗,今天04:15 来自皮皮时光机,https://weibo.com/3024744854?refer_flag=1001030103_
"月牙儿时评：乌克兰就像teacher'spet，UN喜欢她支持她；俄罗斯就像有angerissue的同学；中国是那个“noneofmybusiness,leavemealone”的学生；加拿大就是那种其实挺weak的，但一定要说话表达立场的同学；美国就是那个看见别人打架，要在旁边“大喊打架啦打架啊，踢他肚子，打他下巴”的那种同​展开c",Huyunzhu,今天04:07 来自新版微博weibo.com,https://weibo.com/1070172815?refer_flag=1001030103_
《穿条纹睡衣的男孩》whocommittedacrime？nonetheyjustknowtheywerefriendeachother.atoneforone’scrime，goddameit.Imakeatonementeveryday​,Hhhlooa,今天03:48 来自iPhone客户端,https://weibo.com/6238364769?refer_flag=1001030103_
好渣男啊哈哈哈哈哈ihavelovedmanywomenandmen，butilovenonebetterthanu​,城南洛风,今天02:34 来自iPhone客户端,https://weibo.com/5462853808?refer_flag=1001030103_
#小佩假期看电影#不是假期，开学第二周🎥《模仿游戏》🎞️很有意义的一部真人真事改编电影。像电脑之父-图灵致敬，那一生，您辛苦了。🎬None.​,好燃的叶子,今天02:32 来自华为手机,https://weibo.com/6134686261?refer_flag=1001030103_
不要想啦不是什么大事啦不要影响我的好心情Justnoneofmybusiness无理取闹的公主病书毕getoutofmyplace🥴​,不冻港的神明,今天01:21 来自微博国际版,https://weibo.com/7332954272?refer_flag=1001030103_
WhatIwearisreallynoneofyourbusinessMyhairismineMybodyismineMysoulismineWearwhateverEatwhateverDowhateverLivehoweverBewhoyouwannabeYoucanbewhoever！卡西恩Cacien《DOWHATEVER(想做就做)》KDOWHATEVER(想做就做)（@网易云音乐）​,高桥奈奈,今天15:14 来自贝壳酱的iPhone客户端,https://weibo.com/1763641672?refer_flag=1001030103_
既然大家都在激起我的好胜心，那我也要开始拒绝躺平了。当然，卷自己，不卷别人，别人noneofmybusiness，看看自己究竟能掏出什么东西来​,Knew75,今天14:56 来自微博国际版,https://weibo.com/6600786990?refer_flag=1001030103_
我做了一个梦梦见一群小孩跳舞梦见自己去中学背英语单词梦见大家开英语演唱会刚刚去移坟回来一路开山辟路，想想红军长征过草地，想想野人山，很不容易累死了，所以回来倒头就睡做梦的时候，梦见了好几个好故事所谓梦里气壮山河要是都写成小说该多么好的事情啊???推荐一本比较写实的金融史​展开c,浙南小猪,今天14:41 来自新版微博weibo.com,https://weibo.com/5985234681?refer_flag=1001030103_
Whatotherpeoplethinkofyouisnoneofyourbusiness.Trustthefeelingmorethanthewords.-----别人怎么看你，和你毫无关系。更多的相信自己的感觉，而非别人的言语。​,挂在天边的Rainbow,今天14:14 来自皮皮时光机,https://weibo.com/2752890480?refer_flag=1001030103_
"圣诞树的代码（python）：fromturtleimport*importtimesetup(500,500,startx=None,starty=None)speed(0)pencolor(""pink"")pensize(10)penup()hideturtle()goto(0,150)showturtle()pendown()shape(name=""classic"")#1seth(-120)foriinrange(10):fd(12)right(2)pen​展开c",一些热烈,今天13:33 来自vivoY52s(t1版),https://weibo.com/7565613347?refer_flag=1001030103_
"Istrovewithnone,fornonewasworthmystrife.NatureIlovedand,nexttoNature,Art:Iwarm'dbothhandsbeforethefireoflife;Itsinks,andIamreadytodepart.​",图小瓦,今天12:48 来自HUAWEIMate10Pro,https://weibo.com/1713846254?refer_flag=1001030103_
今天上政治课，我偷偷进入了课堂，没改备注。忽然被政治老师点了名。“哎！那个none是谁啊！你抓紧时间告诉我是谁，或者去改备注，不然我就把你请出去！”“韩老师，是我。”“你谁啊！”“张文磊。”“哦！小张啊！来看你学生啦！”我承认我被政治老师吓到了，我的学生们都在憋笑呜呜呜呜！​,哈哈学博士生,今天12:39 来自iPhone12,https://weibo.com/7500439989?refer_flag=1001030103_
"Peoplehatewhattheydon’tunderstand.Betheirhero,Clark.Betheirangel,betheirmonument,beanythingtheyneedyoutobe.Orbenoneofit.Youdon’towethisworldathing.Youneverdid.​查看图片//@荷兰豆本豆豆荷:谁来还我评论配图",Phabulous,今天12:30 来自iPhone客户端,https://weibo.com/6081189322?refer_flag=1001030103_
Chancellor/朴宰范/李遐怡/BIBI/JAMIE/MOON/Bumkey/SamuelSeo/Suran/Babylon/Hoody/SUMIN/MRSHLL/AnnOne/ELO/twlv/oceanfromtheblue/Jiselle/SOLE/THAMA/K.vsh/Jinbo/jerd/Soovi/B.E.D./Xydo/OwellMood/NONE《AUTOMATICREMIX》KAUTOMATICREMIX（@网易云音乐）​,GenerationUm,今天11:57 来自iPhone客户端,https://weibo.com/6567065823?refer_flag=1001030103_
KianaLedé《NoneForYou.(Explicit)》KNoneForYou.@QQ音乐『向全世界安利』​,超大的大鲸鱼,今天10:31 来自iPhone客户端,https://weibo.com/5152781474?refer_flag=1001030103_
"dpkg--add-architecturearmhfapt-getupdate(ignorethemissingx386packagesandhopeforthebest)apt-getinstalllibc6:armhflibstdc++6:armhfcd/libln-s/lib/ld-linux-armhf.so.3/lib/ld-linux.so.3来自于fileSoftBusDumpDeviceInfointerpreter/lib/ld-musl-arm.so.1,cat​展开c",chairwa,今天10:12 来自新版微博weibo.com,https://weibo.com/1495109022?refer_flag=1001030103_
愉快的下雨天☔️分享单曲：NoneForYou.KNoneForYou.（分享自@网易云音乐）​,随手关灯zero,今天09:57 来自分享按钮,https://weibo.com/6618435258?refer_flag=1001030103_
狗子的世界。O网页链接【任泉女友黄琦雯师从李双江被称内地版梅艳芳(图片)-(none)图库-搜狐】O网页链接$%7BpicGroup.paths%7D/group-200668.shtml@别人家的那点事​,Dr-RoseMary怡,今天09:28,https://weibo.com/1801483081?refer_flag=1001030103_
"I’llneverletmyselfforgetyou,noneofyou.I’llholdyouinmymemoryforever,justthesememorieswithhappiness.2澳大利亚​",DSM-10,今天05:21 来自iPhone,https://weibo.com/1644934984?refer_flag=1001030103_
"Youmeetthousandsofpeople,butnoneofthemreallytouchyou,andthenyoumeetoneperson,andyourlifeischangedforever.~~~你会遇到成千上万个人，却没人能触动你心。然后你遇到一个人，生命便从此而不再相同。​",托离释俗,今天04:15 来自皮皮时光机,https://weibo.com/3024744854?refer_flag=1001030103_
"月牙儿时评：乌克兰就像teacher'spet，UN喜欢她支持她；俄罗斯就像有angerissue的同学；中国是那个“noneofmybusiness,leavemealone”的学生；加拿大就是那种其实挺weak的，但一定要说话表达立场的同学；美国就是那个看见别人打架，要在旁边“大喊打架啦打架啊，踢他肚子，打他下巴”的那种同​展开c",Huyunzhu,今天04:07 来自新版微博weibo.com,https://weibo.com/1070172815?refer_flag=1001030103_
《穿条纹睡衣的男孩》whocommittedacrime？nonetheyjustknowtheywerefriendeachother.atoneforone’scrime，goddameit.Imakeatonementeveryday​,Hhhlooa,今天03:48 来自iPhone客户端,https://weibo.com/6238364769?refer_flag=1001030103_
好渣男啊哈哈哈哈哈ihavelovedmanywomenandmen，butilovenonebetterthanu​,城南洛风,今天02:34 来自iPhone客户端,https://weibo.com/5462853808?refer_flag=1001030103_
#小佩假期看电影#不是假期，开学第二周🎥《模仿游戏》🎞️很有意义的一部真人真事改编电影。像电脑之父-图灵致敬，那一生，您辛苦了。🎬None.​,好燃的叶子,今天02:32 来自华为手机,https://weibo.com/6134686261?refer_flag=1001030103_
不要想啦不是什么大事啦不要影响我的好心情Justnoneofmybusiness无理取闹的公主病书毕getoutofmyplace🥴​,不冻港的神明,今天01:21 来自微博国际版,https://weibo.com/7332954272?refer_flag=1001030103_
醒醒🥱#NoneForYou.#​,-随时会消失,03月24日10:37 来自iPhone客户端,https://weibo.com/6077998133?refer_flag=1001030103_
错误应用程序名称:SmartSwitchPC.exe，版本:4.2.22032.14，时间戳:0x622aaccd错误模块名称:MSVCR90.dll，版本:9.0.30729.9625，时间戳:0x5db2747f异常代码:0xc0000417错误偏移量:0x0006ccd5错误进程ID:0x3334错误应用程序启动时间:0x01d83f23b9b52e5f错误应用程序路径:C:\ProgramFi​展开c,Always-Online-6,03月24日10:36 来自微博weibo.com,https://weibo.com/1810440811?refer_flag=1001030103_
"Iamnotsomeone‘sfirstchoice，butit’snonebusiness.Justgetsusedtoit,allisOk!!​",弃山之行,03月24日09:30 来自iPhone客户端,https://weibo.com/6030201638?refer_flag=1001030103_
哈哈，绝了，我老板被隔离封控了。Butit'snoneofmybusiness.我还是要去上班，因为他让我一大早去所里给他扫文件😅​,NeverLookBackDT,03月24日08:44 来自HarmonyOS设备,https://weibo.com/5941508021?refer_flag=1001030103_
"Youmeetthousendsofpeople,noneofthemrealytouchyou,andthenyoumeetaperson,andyourlifehaschanged,forever.——LoveandOtherDrugs拍挺好，一动作片硬是升华了。​",可爱的贱神,03月24日08:13 来自Android,https://weibo.com/5947099317?refer_flag=1001030103_
Thechechensshouldbeinthetalibansside.Noneofthismakesanysense…2美国​,公鸡农场,03月24日08:08 来自iPhone,https://weibo.com/6415165810?refer_flag=1001030103_
"雅思口语题库milliseconds毫秒However,long-termthesemillisecondsaddup.然而，从长期来看，这些毫秒是累积起来的。theEarth'srotation地球自转continuestoquicken继续加快IftheEarth'srotationcontinuestoquicken,wemayatsomepointrequireanegativeleapsecon​展开c",睡着了1234,03月24日03:50 来自雅思口语题库超话,https://weibo.com/3625539504?refer_flag=1001030103_
KianaLedé《NoneForYou.》KNoneForYou.（@网易云音乐）​,Tracy_Fenty_,03月24日02:00 来自网易云音乐,https://weibo.com/5283908493?refer_flag=1001030103_
"#小佩假期看电影#不是假期，开学第二周🎥《何以为家》🎞️Zain,Tigest都是在为自己的生活努力付出，想要改变现状，但自身的身世、背景都是他们的枷锁，摆脱不了，喘不过气。过旧的思想让这群人身在炼狱，上帝没有好好看着他们，他们虔诚与的心得不到回应。赞恩爸爸在法庭上说过如果他生活​展开c",好燃的叶子,03月24日01:41 来自华为手机,https://weibo.com/6134686261?refer_flag=1001030103_
Butnoneofthemwasher​,RoderickUsher,03月24日00:39 来自iPhone13,https://weibo.com/2103963620?refer_flag=1001030103_
"GoodmorningFulgur,I’msolookingforwardtotomorrow’sfan-workappreciationstream,theexcitementIfeltwhenIsawthattwistillmakesmeshakingnow.It’ssogoodtoseepeopleallaroundtheworldwithpassionandtalentcreatethoseamazingfan-work,andit’ssopricel​展开c",当时我一心想着不辱使命啊,03月24日00:37 来自iPhone,https://weibo.com/6079047199?refer_flag=1001030103_
"thereareonlytwothingsexistintheworld,oneis""noneofyourbusiness"",theotheris""noneofmybusiness"".danwenzhuji,moxiangwaiqiu,whatever.​",千语迟言,03月24日00:00 来自iPhone客户端,https://weibo.com/5536622366?refer_flag=1001030103_
"Loveall,trustafew,dowrongtonone.—WilliamShakespeare爱所有人，相信一部分人，不对不起任何人。—莎士比亚。​",哈蒙双百大联考,03月23日23:58 来自皮皮时光机,https://weibo.com/5281482120?refer_flag=1001030103_
也许国货在做好品质营销好爱国情怀的同时，也应该考虑一下其他东西，女生送男朋友鞋必送AJ、阿迪，男生晒鞋没见过晒国货的，难道是因为这些品牌舒适度更高外形更美观吗？（不考虑性价比，性价比越低越能提现送礼人的诚意，不是吗）想到这的时候突然想起之前看过的奢侈品背后的心理战术，顿觉索​展开c,为了不被打成僵尸号而被迫取的名,03月23日23:55 来自vivoX27,https://weibo.com/7042026260?refer_flag=1001030103_
2022.03群山回唱从汉城到燕京西方经济思想通识Andthentherewerenone摄影师之眼未来简史,TheDrunkCats,03月23日23:52 来自iPhone客户端,https://weibo.com/6514870496?refer_flag=1001030103_
回复@ash3none:像这种水军大约多少钱1条？运营公司可以报个价//@ash3none:相信连花清瘟！相信中医！我们都是中国人不吃西药也能好！,新闻主播李春姬,03月23日23:32 来自微博weibo.com,https://weibo.com/2208056583?refer_flag=1001030103_
#Toomuchisnone#哎嘿嘿嘿可爱的健身生化老师🤤​,kk大名叫三南,03月23日22:59 来自iPhone客户端,https://weibo.com/6980534499?refer_flag=1001030103_
it'snoneofyourbusiness​,SeptTenWtn,03月23日22:44 来自iPhone13ProMax,https://weibo.com/2276925514?refer_flag=1001030103_
Everydayeverynight三天三夜nonestop​,超級麻糬-,03月23日22:43 来自iPhone客户端,https://weibo.com/2371602020?refer_flag=1001030103_
背到了一个很有意思的单词nonetheless尽管如此nonetheless​,LIzzIE-A,03月23日22:37 来自HUAWEIMate40,https://weibo.com/5859209811?refer_flag=1001030103_
"Istrovewithnone,fornonewasworthmystrife.NatureIloved,nexttoNature,Art.Iwarmedbothhandsbeforethefireoflife.Itsinks,andIamreadytodepart.waltersavagelandor​",选syu天才赞赞man蹦蹦,今天00:39 来自iPhone客户端,https://weibo.com/6850630647?refer_flag=1001030103_
"超脱电影里的人物几乎都对生活充满了无力感，有的在崩溃，有的在崩溃边缘徘徊，男主像机器，对生活毫无渴望与诉求，心理防线极强，女孩的死亡也无法将他从自我空间里挖掘出来，最终也是以一种无力的，封闭的姿态结束。doublethink（双重思想）it'ssoeasytobecareless,ittakescourageand​展开c",沐木牧慕,03月24日21:46 来自OPPOReno5Pro5G,https://weibo.com/7341343757?refer_flag=1001030103_
Afriendtoallisafriendtonone.​,隅隈多有谁知其数,03月24日21:25 来自RedmiK305G先锋,https://weibo.com/6419010365?refer_flag=1001030103_
"《生与死》兰德（英）杨绛（译）Istrovewithnone,fornonewasworthmystrife;NatureIlov’d,，andnexttoNature,Art;Iwarm’dbothhandsbeforethefireoflife;Itsinks,andIamreadytodepart.我和谁都不争，和谁争我都​展开c",长草颜团紫,03月24日20:03 来自iPhone客户端,https://weibo.com/2694774423?refer_flag=1001030103_
其实纸嫁衣2我很意难平的一点是。。。1和3都是甜甜小情侣，但2直接性张力拉满哇。。。怎么可以没过doi少平就死掉了啊！怎么可以嘛现生复婚热恋以后给我do个三天三夜从奘铃村到城市都nonestop好吗​,单而茶就,03月24日19:59 来自华为手机畅享玩不停,https://weibo.com/6919781910?refer_flag=1001030103_
张柏芝Cc👼Lu#Seececistreet#LunchforLucasNonestopbeauty美妈咪为小lu宝贝做的午饭🥣想念你们💕@张柏芝LLucas0802的微博视频​,Lucas0802,03月24日19:28 来自张柏芝超话,https://weibo.com/6331713323?refer_flag=1001030103_
none,奶盖冰沙a,03月24日17:54 来自nova5Pro人像超级夜景,https://weibo.com/7464594881?refer_flag=1001030103_
和数字相关的表达01，fifty-fifty常用的美国口语，adj.&adv.对半（的），利弊各半（的）【例】：Weeattheapplefifty-fifty.我们一人一半吃了这个苹果。02，taketen休息十分钟，小憩【例】：Thecaptainhaltedthecompanyandorderedthemtotaketen.上尉命令队伍停下​展开c,中慧言翻译官方微博,03月24日17:45 来自微博weibo.com,https://weibo.com/7395051246?refer_flag=1001030103_
客订椭圆钻石排戒单颗钻石30分，每颗独立GIA证书，共19颗；顶级参数：D-G色，VVS2-VS2净度，EX-VG切工，None无荧光；美翻了吧！吸睛指数很稳了吧！满圈的天然钻石，360度散发光芒，整圈效果豪华的不得了！上手别说是大气了，就是拿来欣赏，都是美滋滋，最后还得是夸夸自家老师傅的工艺精湛，巧​展开c,YEN_CH,03月24日17:26 来自微博视频号,https://weibo.com/2144014533?refer_flag=1001030103_
Afriendtoallisafriendtonone​,饭饭奥特曼,03月24日17:11 来自iPhone客户端,https://weibo.com/1676645861?refer_flag=1001030103_
Noneofmybusinessagain🙃🙃,ChristyShek,03月24日16:50 来自微博国际版,https://weibo.com/2656867571?refer_flag=1001030103_
objecttherewasnone​,吃饱了撑的去撩星星,03月24日16:45 来自iPhone客户端,https://weibo.com/7297166355?refer_flag=1001030103_
none​,宣布个事我是啥B,03月24日16:41 来自iPhone11Pro,https://weibo.com/6510933315?refer_flag=1001030103_
"那些戳心的句子1、未知全貌，不予置评。2、世人慌慌张张，不过图碎银几两，而这碎银几两，可解这世间万种慌张，保老人万年安康，儿女入得学堂，柴米油盐五谷粮。3、凡是过往，皆为序章。——莎士比亚4、ᴵᶠʸᵒᵘˢʰᵉᵈᵗᵉᵃʳˢʷʰᵉⁿʸᵒᵘᵐⁱᵗʰᵉˢᵘⁿ,ʸᵒᵘᵃ​展开c",是王大小姐啊,03月24日15:06 来自Android客户端,https://weibo.com/5586844762?refer_flag=1001030103_
看masterofnone总有新感悟S3风格也转变的太快了…这次虽然惨但是一定程度上也反过来缓解了我的焦虑37岁还是单身也不失为一种选择.还是尽全力地争取自己想要的吧～​,用户95284926999,03月24日14:23 来自iPhone12ProMax,https://weibo.com/7519075720?refer_flag=1001030103_
前几天的像素人剧情提到《无人生还》，我去翻相册找了找照片…这是阿加莎最爱的一片海滩，说她经常来这里散步。记得当时去的时候，走了很远的路却一直只有我和朋友俩人，安静到慎得慌…看着海浪拍起高高的雪沫——我俩当时最大的感慨是，怪不得她可以写出《无人生还》。确实是ThenThereWereNone?​展开c,卜居小丘,03月24日13:47 来自iPhone客户端,https://weibo.com/6526674771?refer_flag=1001030103_
I'veusedupallmyhumilityinlearninghistoryandthushavenoneleftforartbothwrongthoughbutlookwho'sgonnagetabachelorofartinfour/threeyearswhichonewilliacquirefirstthedegreeorthebalance?​,随意而安安安安安_,03月24日12:31 来自微博国际版,https://weibo.com/6227588450?refer_flag=1001030103_
"每日英语：《104》我说：僵尸先生，我想问一下，104回来了吗？Isaid：Mr.zombie,Iwanttoask,is104back?他说：关我什么事儿？Hesaid：What'snoneofmybusiness?我说：104装修了也有大半年了，人也不见，警察半夜敲门都没人，发生什么事儿了？Isaid：104ithasbeenrenovatedf​展开c",听到一点薇雨,03月24日12:13 来自微博国际版,https://weibo.com/6105096400?refer_flag=1001030103_
@NONE28你想要的答案都在这里答案->O网页链接​,NONE28,03月24日12:08 来自在线求签网qiuqian,https://weibo.com/1770712073?refer_flag=1001030103_
"每日英语：《Redenvelopes》我说：僵尸先生，你知道那一个装修的人家是谁？Isaid：Mr.zombie,doyouknowwhothedecoratoris?他说：不知道。Hesaid：Idon'tknow.我说：首长的亲戚结婚，所以给新房装修，春节错过了吉时，肚子差不多大了，不可以再拖了。Isaid：Thehead'srelative​展开c",听到一点薇雨,03月24日11:52 来自微博国际版,https://weibo.com/6105096400?refer_flag=1001030103_
"Istrovewithnone,fornonewasworthmystrife.NatureIloved,nexttoNature,Art.Iwarmedbothhandsbeforethefireoflife.Itsinks,andIamreadytodepart.waltersavagelandor​",选syu天才赞赞man蹦蹦,今天00:39 来自iPhone客户端,https://weibo.com/6850630647?refer_flag=1001030103_
"超脱电影里的人物几乎都对生活充满了无力感，有的在崩溃，有的在崩溃边缘徘徊，男主像机器，对生活毫无渴望与诉求，心理防线极强，女孩的死亡也无法将他从自我空间里挖掘出来，最终也是以一种无力的，封闭的姿态结束。doublethink（双重思想）it'ssoeasytobecareless,ittakescourageand​展开c",沐木牧慕,03月24日21:46 来自OPPOReno5Pro5G,https://weibo.com/7341343757?refer_flag=1001030103_
Afriendtoallisafriendtonone.​,隅隈多有谁知其数,03月24日21:25 来自RedmiK305G先锋,https://weibo.com/6419010365?refer_flag=1001030103_
"《生与死》兰德（英）杨绛（译）Istrovewithnone,fornonewasworthmystrife;NatureIlov’d,，andnexttoNature,Art;Iwarm’dbothhandsbeforethefireoflife;Itsinks,andIamreadytodepart.我和谁都不争，和谁争我都​展开c",长草颜团紫,03月24日20:03 来自iPhone客户端,https://weibo.com/2694774423?refer_flag=1001030103_
其实纸嫁衣2我很意难平的一点是。。。1和3都是甜甜小情侣，但2直接性张力拉满哇。。。怎么可以没过doi少平就死掉了啊！怎么可以嘛现生复婚热恋以后给我do个三天三夜从奘铃村到城市都nonestop好吗​,单而茶就,03月24日19:59 来自华为手机畅享玩不停,https://weibo.com/6919781910?refer_flag=1001030103_
张柏芝Cc👼Lu#Seececistreet#LunchforLucasNonestopbeauty美妈咪为小lu宝贝做的午饭🥣想念你们💕@张柏芝LLucas0802的微博视频​,Lucas0802,03月24日19:28 来自张柏芝超话,https://weibo.com/6331713323?refer_flag=1001030103_
none,奶盖冰沙a,03月24日17:54 来自nova5Pro人像超级夜景,https://weibo.com/7464594881?refer_flag=1001030103_
和数字相关的表达01，fifty-fifty常用的美国口语，adj.&adv.对半（的），利弊各半（的）【例】：Weeattheapplefifty-fifty.我们一人一半吃了这个苹果。02，taketen休息十分钟，小憩【例】：Thecaptainhaltedthecompanyandorderedthemtotaketen.上尉命令队伍停下​展开c,中慧言翻译官方微博,03月24日17:45 来自微博weibo.com,https://weibo.com/7395051246?refer_flag=1001030103_
客订椭圆钻石排戒单颗钻石30分，每颗独立GIA证书，共19颗；顶级参数：D-G色，VVS2-VS2净度，EX-VG切工，None无荧光；美翻了吧！吸睛指数很稳了吧！满圈的天然钻石，360度散发光芒，整圈效果豪华的不得了！上手别说是大气了，就是拿来欣赏，都是美滋滋，最后还得是夸夸自家老师傅的工艺精湛，巧​展开c,YEN_CH,03月24日17:26 来自微博视频号,https://weibo.com/2144014533?refer_flag=1001030103_
Afriendtoallisafriendtonone​,饭饭奥特曼,03月24日17:11 来自iPhone客户端,https://weibo.com/1676645861?refer_flag=1001030103_
Noneofmybusinessagain🙃🙃,ChristyShek,03月24日16:50 来自微博国际版,https://weibo.com/2656867571?refer_flag=1001030103_
objecttherewasnone​,吃饱了撑的去撩星星,03月24日16:45 来自iPhone客户端,https://weibo.com/7297166355?refer_flag=1001030103_
none​,宣布个事我是啥B,03月24日16:41 来自iPhone11Pro,https://weibo.com/6510933315?refer_flag=1001030103_
"那些戳心的句子1、未知全貌，不予置评。2、世人慌慌张张，不过图碎银几两，而这碎银几两，可解这世间万种慌张，保老人万年安康，儿女入得学堂，柴米油盐五谷粮。3、凡是过往，皆为序章。——莎士比亚4、ᴵᶠʸᵒᵘˢʰᵉᵈᵗᵉᵃʳˢʷʰᵉⁿʸᵒᵘᵐⁱᵗʰᵉˢᵘⁿ,ʸᵒᵘᵃ​展开c",是王大小姐啊,03月24日15:06 来自Android客户端,https://weibo.com/5586844762?refer_flag=1001030103_
看masterofnone总有新感悟S3风格也转变的太快了…这次虽然惨但是一定程度上也反过来缓解了我的焦虑37岁还是单身也不失为一种选择.还是尽全力地争取自己想要的吧～​,用户95284926999,03月24日14:23 来自iPhone12ProMax,https://weibo.com/7519075720?refer_flag=1001030103_
前几天的像素人剧情提到《无人生还》，我去翻相册找了找照片…这是阿加莎最爱的一片海滩，说她经常来这里散步。记得当时去的时候，走了很远的路却一直只有我和朋友俩人，安静到慎得慌…看着海浪拍起高高的雪沫——我俩当时最大的感慨是，怪不得她可以写出《无人生还》。确实是ThenThereWereNone?​展开c,卜居小丘,03月24日13:47 来自iPhone客户端,https://weibo.com/6526674771?refer_flag=1001030103_
I'veusedupallmyhumilityinlearninghistoryandthushavenoneleftforartbothwrongthoughbutlookwho'sgonnagetabachelorofartinfour/threeyearswhichonewilliacquirefirstthedegreeorthebalance?​,随意而安安安安安_,03月24日12:31 来自微博国际版,https://weibo.com/6227588450?refer_flag=1001030103_
"每日英语：《104》我说：僵尸先生，我想问一下，104回来了吗？Isaid：Mr.zombie,Iwanttoask,is104back?他说：关我什么事儿？Hesaid：What'snoneofmybusiness?我说：104装修了也有大半年了，人也不见，警察半夜敲门都没人，发生什么事儿了？Isaid：104ithasbeenrenovatedf​展开c",听到一点薇雨,03月24日12:13 来自微博国际版,https://weibo.com/6105096400?refer_flag=1001030103_
